env_group,algorithm,threads,thread_region,assembly_ms,speedup,efficiency,status,skip_reason,diagnostics,physical_cores,logical_cores,cpu_model,omp_dynamic,omp_proc_bind,omp_places,extra_memory_bytes,rel_l2
bound,cpu_graph_coloring,7,physical_core_region,316.5348273,3.336475707,0.4766393866,PASS,,"Greedy first-fit element coloring, colors=50",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,8909472.0,1.225939172e-16
bound,cpu_atomic,8,physical_core_region,277.6866347,3.803246645,0.4754058306,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,0.0,9.835657317e-17
bound,cpu_private_csr,8,physical_core_region,376.0653827,2.808316879,0.3510396098,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,1760140800.0,7.388096298e-17
bound,cpu_row_owner,8,physical_core_region,247.359797,4.26953278,0.5336915975,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,8,physical_core_region,288.319904,3.662982496,0.457872812,PASS,,"Greedy first-fit element coloring, colors=50",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,8909472.0,1.225939172e-16
bound,cpu_atomic,9,physical_core_region,253.3511783,4.168564633,0.4631738481,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,0.0,1.164692843e-16
bound,cpu_private_csr,9,physical_core_region,381.8149433,2.766027837,0.3073364263,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,1980158400.0,8.851448216e-17
bound,cpu_row_owner,9,physical_core_region,229.88734,4.594036199,0.5104484666,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,9,physical_core_region,270.3740267,3.906110268,0.434012252,PASS,,"Greedy first-fit element coloring, colors=50",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,8909472.0,1.225939172e-16
bound,cpu_atomic,10,physical_core_region,230.601643,4.579805885,0.4579805885,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,0.0,1.283491205e-16
bound,cpu_private_csr,10,physical_core_region,391.1079423,2.700305075,0.2700305075,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,2200176000.0,9.677662906e-17
bound,cpu_row_owner,10,physical_core_region,220.784185,4.783452953,0.4783452953,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,10,physical_core_region,255.8861723,4.127267808,0.4127267808,PASS,,"Greedy first-fit element coloring, colors=50",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,8909472.0,1.225939172e-16
bound,cpu_atomic,11,physical_core_region,217.879247,4.847229721,0.4406572474,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,0.0,1.372823251e-16
bound,cpu_private_csr,11,physical_core_region,406.7103517,2.596714732,0.2360649756,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,2420193600.0,1.038038833e-16
bound,cpu_row_owner,11,physical_core_region,212.5171853,4.969531099,0.4517755545,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,11,physical_core_region,243.8489453,4.331004017,0.3937276379,PASS,,"Greedy first-fit element coloring, colors=50",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,8909472.0,1.225939172e-16
bound,cpu_atomic,12,physical_core_region,202.9923323,5.202712583,0.4335593819,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,0.0,2.135332939e-17
bound,cpu_private_csr,12,physical_core_region,427.6886457,2.469344867,0.2057787389,PASS,,,20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,2640211200.0,1.932444198e-17
bound,cpu_row_owner,12,physical_core_region,188.142432,5.613357659,0.4677798049,PASS,,"Owner-computes by CSR row block; no atomics, but elements may be recomputed by multiple owners",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,1924445952.0,0.0
bound,cpu_graph_coloring,12,physical_core_region,231.9243913,4.553685602,0.3794738002,PASS,,"Greedy first-fit element coloring, colors=50",20,20,Intel(R) Core(TM) Ultra 7 265KF,FALSE,close,cores,8909472.0,1.225939172e-16
